tag_name,timestamp,value
DLM:00046-FLOW,2021-07-03 18:45:00+00:00,5.5
DLM:00046-FLOW,2021-07-03 19:00:00+00:00,5.34
DLM:00046-FLOW,2021-07-03 19:15:00+00:00,5.54
DLM:00046-FLOW,2021-07-03 19:30:00+00:00,4.86
DLM:00046-FLOW,2021-07-03 19:45:00+00:00,4.77
DLM:00046-FLOW,2021-07-03 20:00:00+00:00,5.1
DLM:00046-FLOW,2021-07-03 20:15:00+00:00,6.15
DLM:00046-FLOW,2021-07-03 20:30:00+00:00,6.03
DLM:00046-FLOW,2021-07-03 20:45:00+00:00,6.22
DLM:00046-FLOW,2021-07-03 21:00:00+00:00,7.79
DLM:00046-FLOW,2021-07-03 21:15:00+00:00,7.68
DLM:00046-FLOW,2021-07-03 21:30:00+00:00,8.24
DLM:00046-FLOW,2021-07-03 21:45:00+00:00,7.46
DLM:00046-FLOW,2021-07-03 22:00:00+00:00,7.61
DLM:00046-FLOW,2021-07-03 22:15:00+00:00,7.23
DLM:00046-FLOW,2021-07-03 22:30:00+00:00,7.14
DLM:00046-FLOW,2021-07-03 22:45:00+00:00,7.48
DLM:00046-FLOW,2021-07-03 23:00:00+00:00,7.99
DLM:00046-FLOW,2021-07-03 23:15:00+00:00,8.85
DLM:00046-FLOW,2021-07-03 23:30:00+00:00,9.45
DLM:00046-FLOW,2021-07-03 23:45:00+00:00,8.77
DLM:00046-FLOW,2021-07-04 00:00:00+00:00,8.11
DLM:00046-FLOW,2021-07-04 00:15:00+00:00,7.66
DLM:00046-FLOW,2021-07-04 00:30:00+00:00,7.35
DLM:00046-FLOW,2021-07-04 00:45:00+00:00,8.16
DLM:00046-FLOW,2021-07-04 01:00:00+00:00,7.62
DLM:00046-FLOW,2021-07-04 01:15:00+00:00,7.86
DLM:00046-FLOW,2021-07-04 01:30:00+00:00,8.93
DLM:00046-FLOW,2021-07-04 01:45:00+00:00,9.34
DLM:00046-FLOW,2021-07-04 02:00:00+00:00,10.07
DLM:00046-FLOW,2021-07-04 02:15:00+00:00,10.37
DLM:00046-FLOW,2021-07-04 02:30:00+00:00,10.15
DLM:00046-FLOW,2021-07-04 02:45:00+00:00,10.92
DLM:00046-FLOW,2021-07-04 03:00:00+00:00,10.68
DLM:00046-FLOW,2021-07-04 03:15:00+00:00,10.4
DLM:00046-FLOW,2021-07-04 03:30:00+00:00,11.54
DLM:00046-FLOW,2021-07-04 03:45:00+00:00,12.16
DLM:00046-FLOW,2021-07-04 04:00:00+00:00,13.22
DLM:00046-FLOW,2021-07-04 04:15:00+00:00,12.67
DLM:00046-FLOW,2021-07-04 04:30:00+00:00,12.78
DLM:00046-FLOW,2021-07-04 04:45:00+00:00,11.72
DLM:00046-FLOW,2021-07-04 05:00:00+00:00,11.29
DLM:00046-FLOW,2021-07-04 05:15:00+00:00,11.9
DLM:00046-FLOW,2021-07-04 05:30:00+00:00,11.76
DLM:00046-FLOW,2021-07-04 05:45:00+00:00,11.25
DLM:00046-FLOW,2021-07-04 06:00:00+00:00,11.86
DLM:00046-FLOW,2021-07-04 06:15:00+00:00,11.52
DLM:00046-FLOW,2021-07-04 06:30:00+00:00,11.35
DLM:00046-FLOW,2021-07-04 06:45:00+00:00,11.33
DLM:00046-FLOW,2021-07-04 07:00:00+00:00,11.57
DLM:00046-FLOW,2021-07-04 07:15:00+00:00,11.28
DLM:00046-FLOW,2021-07-04 07:30:00+00:00,11.19
DLM:00046-FLOW,2021-07-04 07:45:00+00:00,10.43
DLM:00046-FLOW,2021-07-04 08:00:00+00:00,9.94
DLM:00046-FLOW,2021-07-04 08:15:00+00:00,10.26
DLM:00046-FLOW,2021-07-04 08:30:00+00:00,10.12
DLM:00046-FLOW,2021-07-04 08:45:00+00:00,10.56
DLM:00046-FLOW,2021-07-04 09:00:00+00:00,8.44
DLM:00046-FLOW,2021-07-04 09:15:00+00:00,9.14
DLM:00046-FLOW,2021-07-04 09:30:00+00:00,8.88
DLM:00046-FLOW,2021-07-04 09:45:00+00:00,8.11
DLM:00046-FLOW,2021-07-04 10:00:00+00:00,7.43
DLM:00046-FLOW,2021-07-04 10:15:00+00:00,7.57
DLM:00046-FLOW,2021-07-04 10:30:00+00:00,7.39
DLM:00046-FLOW,2021-07-04 10:45:00+00:00,6.99
DLM:00046-FLOW,2021-07-04 11:00:00+00:00,7.14
DLM:00046-FLOW,2021-07-04 11:15:00+00:00,7.43
DLM:00046-FLOW,2021-07-04 11:30:00+00:00,7.51
DLM:00046-FLOW,2021-07-04 11:45:00+00:00,7.12
DLM:00046-FLOW,2021-07-04 12:00:00+00:00,6.04
DLM:00046-FLOW,2021-07-04 12:15:00+00:00,5.67
DLM:00046-FLOW,2021-07-04 12:30:00+00:00,5.49
DLM:00046-FLOW,2021-07-04 12:45:00+00:00,5.91
DLM:00046-FLOW,2021-07-04 13:00:00+00:00,5.78
DLM:00046-FLOW,2021-07-04 13:15:00+00:00,5.9
DLM:00046-FLOW,2021-07-04 13:30:00+00:00,5.65
DLM:00046-FLOW,2021-07-04 13:45:00+00:00,5.59
DLM:00046-FLOW,2021-07-04 14:00:00+00:00,5.08
DLM:00046-FLOW,2021-07-04 14:15:00+00:00,4.26
DLM:00046-FLOW,2021-07-04 14:30:00+00:00,3.76
DLM:00046-FLOW,2021-07-04 14:45:00+00:00,3.18
DLM:00046-FLOW,2021-07-04 15:00:00+00:00,3.66
DLM:00046-FLOW,2021-07-04 15:15:00+00:00,3.59
DLM:00046-FLOW,2021-07-04 15:30:00+00:00,3.57
DLM:00046-FLOW,2021-07-04 15:45:00+00:00,4.09
DLM:00046-FLOW,2021-07-04 16:00:00+00:00,4.85
DLM:00046-FLOW,2021-07-04 16:15:00+00:00,5.09
DLM:00046-FLOW,2021-07-04 16:30:00+00:00,4.89
DLM:00046-FLOW,2021-07-04 16:45:00+00:00,4.92
DLM:00046-FLOW,2021-07-04 17:00:00+00:00,5.73
DLM:00046-FLOW,2021-07-04 17:15:00+00:00,6.1
DLM:00046-FLOW,2021-07-04 17:30:00+00:00,6.41
DLM:00046-FLOW,2021-07-04 17:45:00+00:00,6.47
DLM:00046-FLOW,2021-07-04 18:00:00+00:00,6.33
DLM:00046-FLOW,2021-07-04 18:15:00+00:00,7.61
DLM:00046-FLOW,2021-07-04 18:30:00+00:00,8.34
DLM:00046-FLOW,2021-07-04 18:45:00+00:00,7.79
DLM:00046-FLOW,2021-07-04 19:00:00+00:00,8.07
DLM:00046-FLOW,2021-07-04 19:15:00+00:00,8.32
DLM:00046-FLOW,2021-07-04 19:30:00+00:00,8.87
DLM:00046-FLOW,2021-07-04 19:45:00+00:00,8.65
DLM:00046-FLOW,2021-07-04 20:00:00+00:00,8.2
DLM:00046-FLOW,2021-07-04 20:15:00+00:00,8.34
DLM:00046-FLOW,2021-07-04 20:30:00+00:00,9.81
DLM:00046-FLOW,2021-07-04 20:45:00+00:00,9.86
DLM:00046-FLOW,2021-07-04 21:00:00+00:00,10.49
DLM:00046-FLOW,2021-07-04 21:15:00+00:00,10.63
DLM:00046-FLOW,2021-07-04 21:30:00+00:00,10.59
DLM:00046-FLOW,2021-07-04 21:45:00+00:00,12.02
DLM:00046-FLOW,2021-07-04 22:00:00+00:00,12.27
DLM:00046-FLOW,2021-07-04 22:15:00+00:00,11.38
DLM:00046-FLOW,2021-07-04 22:30:00+00:00,12.24
DLM:00046-FLOW,2021-07-04 22:45:00+00:00,12.78
DLM:00046-FLOW,2021-07-04 23:00:00+00:00,13.51
DLM:00046-FLOW,2021-07-04 23:15:00+00:00,13.43
DLM:00046-FLOW,2021-07-04 23:30:00+00:00,12.99
DLM:00046-FLOW,2021-07-04 23:45:00+00:00,12.67
DLM:00046-FLOW,2021-07-05 00:00:00+00:00,12.52
DLM:00046-FLOW,2021-07-05 00:15:00+00:00,11.47
DLM:00046-FLOW,2021-07-05 00:30:00+00:00,12.2
DLM:00046-FLOW,2021-07-05 00:45:00+00:00,13.44
DLM:00046-FLOW,2021-07-05 01:00:00+00:00,13.19
DLM:00046-FLOW,2021-07-05 01:15:00+00:00,14.01
DLM:00046-FLOW,2021-07-05 01:30:00+00:00,12.96
DLM:00046-FLOW,2021-07-05 01:45:00+00:00,13.21
DLM:00046-FLOW,2021-07-05 02:00:00+00:00,11.98
DLM:00046-FLOW,2021-07-05 02:15:00+00:00,11.92
DLM:00046-FLOW,2021-07-05 02:30:00+00:00,11.53
DLM:00046-FLOW,2021-07-05 02:45:00+00:00,11.03
DLM:00046-FLOW,2021-07-05 03:00:00+00:00,10.24
DLM:00046-FLOW,2021-07-05 03:15:00+00:00,10.14
DLM:00046-FLOW,2021-07-05 03:30:00+00:00,10.05
DLM:00046-FLOW,2021-07-05 03:45:00+00:00,9.7
DLM:00046-FLOW,2021-07-05 04:00:00+00:00,10.12
DLM:00046-FLOW,2021-07-05 04:15:00+00:00,9.97
DLM:00046-FLOW,2021-07-05 04:30:00+00:00,10.11
DLM:00046-FLOW,2021-07-05 04:45:00+00:00,9.64
DLM:00046-FLOW,2021-07-05 05:00:00+00:00,9.48
DLM:00046-FLOW,2021-07-05 05:15:00+00:00,9.73
DLM:00046-FLOW,2021-07-05 05:30:00+00:00,9.81
DLM:00046-FLOW,2021-07-05 05:45:00+00:00,9.68
DLM:00046-FLOW,2021-07-05 06:00:00+00:00,9.07
DLM:00046-FLOW,2021-07-05 06:15:00+00:00,9.38
DLM:00046-FLOW,2021-07-05 06:30:00+00:00,9.44
DLM:00046-FLOW,2021-07-05 06:45:00+00:00,10.09
DLM:00046-FLOW,2021-07-05 07:00:00+00:00,9.28
DLM:00046-FLOW,2021-07-05 07:15:00+00:00,9.58
DLM:00046-FLOW,2021-07-05 07:30:00+00:00,9.7
DLM:00046-FLOW,2021-07-05 07:45:00+00:00,9.98
DLM:00046-FLOW,2021-07-05 08:00:00+00:00,9.48
DLM:00046-FLOW,2021-07-05 08:15:00+00:00,9.39
DLM:00046-FLOW,2021-07-05 08:30:00+00:00,9.23
DLM:00046-FLOW,2021-07-05 08:45:00+00:00,10.41
DLM:00046-FLOW,2021-07-05 09:00:00+00:00,9.86
DLM:00046-FLOW,2021-07-05 09:15:00+00:00,10.33
DLM:00046-FLOW,2021-07-05 09:30:00+00:00,10.93
